Sex,Year,Sport,Event,Medal,Region
F,1988,Aquatics,Sailing Women's Two Person Dinghy,Bronze,Russia
F,1988,Aquatics,Sailing Women's Two Person Dinghy,Gold,USA
M,1988,Aquatics,"Swimming Men's 1,500 metres Freestyle",Bronze,Germany
M,1988,Aquatics,"Swimming Men's 1,500 metres Freestyle",Gold,Russia
M,1988,Aquatics,"Swimming Men's 1,500 metres Freestyle",Silver,Germany
M,1988,Aquatics,Swimming Men's 100 metres Backstroke,Bronze,Russia
M,1988,Aquatics,Swimming Men's 100 metres Backstroke,Silver,USA
M,1988,Aquatics,Swimming Men's 100 metres Breaststroke,Bronze,Russia
M,1988,Aquatics,Swimming Men's 100 metres Breaststroke,Gold,UK
M,1988,Aquatics,Swimming Men's 100 metres Butterfly,Bronze,UK
M,1988,Aquatics,Swimming Men's 100 metres Butterfly,Silver,USA
M,1988,Aquatics,Swimming Men's 100 metres Freestyle,Bronze,France
M,1988,Aquatics,Swimming Men's 100 metres Freestyle,Gold,USA
M,1988,Aquatics,Swimming Men's 100 metres Freestyle,Silver,USA
M,1988,Aquatics,Swimming Men's 200 metres Backstroke,Gold,Russia
M,1988,Aquatics,Swimming Men's 200 metres Backstroke,Silver,Germany
M,1988,Aquatics,Swimming Men's 200 metres Breaststroke,Silver,UK
M,1988,Aquatics,Swimming Men's 200 metres Butterfly,Gold,Germany
M,1988,Aquatics,Swimming Men's 200 metres Freestyle,Bronze,USA
M,1988,Aquatics,Swimming Men's 200 metres Individual Medley,Bronze,Russia
M,1988,Aquatics,Swimming Men's 200 metres Individual Medley,Silver,Germany
M,1988,Aquatics,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Germany
M,1988,Aquatics,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA
M,1988,Aquatics,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,Russia
M,1988,Aquatics,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Russia
M,1988,Aquatics,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
M,1988,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Germany
M,1988,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA
M,1988,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Germany
M,1988,Aquatics,Swimming Men's 400 metres Freestyle,Gold,Germany
M,1988,Aquatics,Swimming Men's 400 metres Individual Medley,Silver,USA
M,1988,Aquatics,Swimming Men's 50 metres Freestyle,Bronze,Russia
M,1988,Aquatics,Swimming Men's 50 metres Freestyle,Gold,USA
M,1988,Aquatics,Swimming Men's 50 metres Freestyle,Silver,USA
F,1988,Aquatics,Swimming Women's 100 metres Backstroke,Bronze,Germany
F,1988,Aquatics,Swimming Women's 100 metres Backstroke,Gold,Germany
F,1988,Aquatics,Swimming Women's 100 metres Breaststroke,Bronze,Germany
F,1988,Aquatics,Swimming Women's 100 metres Butterfly,Bronze,China
F,1988,Aquatics,Swimming Women's 100 metres Butterfly,Gold,Germany
F,1988,Aquatics,Swimming Women's 100 metres Butterfly,Silver,Germany
F,1988,Aquatics,Swimming Women's 100 metres Freestyle,Bronze,France
F,1988,Aquatics,Swimming Women's 100 metres Freestyle,Gold,Germany
F,1988,Aquatics,Swimming Women's 100 metres Freestyle,Silver,China
F,1988,Aquatics,Swimming Women's 200 metres Backstroke,Bronze,Germany
F,1988,Aquatics,Swimming Women's 200 metres Backstroke,Silver,Germany
F,1988,Aquatics,Swimming Women's 200 metres Breaststroke,Gold,Germany
F,1988,Aquatics,Swimming Women's 200 metres Breaststroke,Silver,China
F,1988,Aquatics,Swimming Women's 200 metres Butterfly,Bronze,USA
F,1988,Aquatics,Swimming Women's 200 metres Butterfly,Gold,Germany
F,1988,Aquatics,Swimming Women's 200 metres Butterfly,Silver,Germany
F,1988,Aquatics,Swimming Women's 200 metres Freestyle,Bronze,Germany
F,1988,Aquatics,Swimming Women's 200 metres Freestyle,Gold,Germany
F,1988,Aquatics,Swimming Women's 200 metres Individual Medley,Gold,Germany
F,1988,Aquatics,Swimming Women's 200 metres Individual Medley,Silver,Russia
F,1988,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,USA
F,1988,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Germany
F,1988,Aquatics,Swimming Women's 4 x 100 metres Medley Relay,Gold,Germany
F,1988,Aquatics,Swimming Women's 4 x 100 metres Medley Relay,Silver,USA
F,1988,Aquatics,Swimming Women's 400 metres Freestyle,Bronze,Germany
F,1988,Aquatics,Swimming Women's 400 metres Freestyle,Gold,USA
F,1988,Aquatics,Swimming Women's 400 metres Freestyle,Silver,Germany
F,1988,Aquatics,Swimming Women's 400 metres Individual Medley,Bronze,Germany
F,1988,Aquatics,Swimming Women's 400 metres Individual Medley,Gold,USA
F,1988,Aquatics,Swimming Women's 50 metres Freestyle,Bronze,Germany
F,1988,Aquatics,Swimming Women's 50 metres Freestyle,Bronze,USA
F,1988,Aquatics,Swimming Women's 50 metres Freestyle,Gold,Germany
F,1988,Aquatics,Swimming Women's 50 metres Freestyle,Silver,China
F,1988,Aquatics,Swimming Women's 800 metres Freestyle,Gold,USA
F,1988,Aquatics,Swimming Women's 800 metres Freestyle,Silver,Germany
F,1988,Aquatics,Synchronized Swimming Women's Duet,Silver,USA
F,1988,Aquatics,Synchronized Swimming Women's Solo,Silver,USA
M,1988,Athletics,"Athletics Men's 1,500 metres",Bronze,Germany
M,1988,Athletics,"Athletics Men's 1,500 metres",Silver,UK
M,1988,Athletics,Athletics Men's 100 metres,Bronze,USA
M,1988,Athletics,Athletics Men's 100 metres,Gold,USA
M,1988,Athletics,Athletics Men's 100 metres,Silver,UK
M,1988,Athletics,Athletics Men's 110 metres Hurdles,Bronze,USA
M,1988,Athletics,Athletics Men's 110 metres Hurdles,Gold,USA
M,1988,Athletics,Athletics Men's 110 metres Hurdles,Silver,UK
M,1988,Athletics,Athletics Men's 20 kilometres Walk,Silver,Germany
M,1988,Athletics,Athletics Men's 200 metres,Gold,USA
M,1988,Athletics,Athletics Men's 200 metres,Silver,USA
M,1988,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,UK
M,1988,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,France
M,1988,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,Russia
M,1988,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,UK
M,1988,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,Germany
M,1988,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA
M,1988,Athletics,Athletics Men's 400 metres,Bronze,USA
M,1988,Athletics,Athletics Men's 400 metres,Gold,USA
M,1988,Athletics,Athletics Men's 400 metres,Silver,USA
M,1988,Athletics,Athletics Men's 400 metres Hurdles,Bronze,USA
M,1988,Athletics,Athletics Men's 400 metres Hurdles,Gold,USA
M,1988,Athletics,"Athletics Men's 5,000 metres",Bronze,Germany
M,1988,Athletics,"Athletics Men's 5,000 metres",Silver,Germany
M,1988,Athletics,Athletics Men's 50 kilometres Walk,Bronze,Germany
M,1988,Athletics,Athletics Men's 50 kilometres Walk,Gold,Russia
M,1988,Athletics,Athletics Men's 50 kilometres Walk,Silver,Germany
M,1988,Athletics,Athletics Men's Decathlon,Gold,Germany
M,1988,Athletics,Athletics Men's Decathlon,Silver,Germany
M,1988,Athletics,Athletics Men's Discus Throw,Bronze,Germany
M,1988,Athletics,Athletics Men's Discus Throw,Gold,Germany
M,1988,Athletics,Athletics Men's Discus Throw,Silver,Russia
M,1988,Athletics,Athletics Men's Hammer Throw,Bronze,Russia
M,1988,Athletics,Athletics Men's Hammer Throw,Gold,Russia
M,1988,Athletics,Athletics Men's Hammer Throw,Silver,Russia
M,1988,Athletics,Athletics Men's High Jump,Bronze,Russia
M,1988,Athletics,Athletics Men's High Jump,Gold,Russia
M,1988,Athletics,Athletics Men's High Jump,Silver,USA
M,1988,Athletics,Athletics Men's Long Jump,Bronze,USA
M,1988,Athletics,Athletics Men's Long Jump,Gold,USA
M,1988,Athletics,Athletics Men's Long Jump,Silver,USA
M,1988,Athletics,Athletics Men's Pole Vault,Bronze,Russia
M,1988,Athletics,Athletics Men's Pole Vault,Gold,Russia
M,1988,Athletics,Athletics Men's Pole Vault,Silver,Russia
M,1988,Athletics,Athletics Men's Shot Put,Gold,Germany
M,1988,Athletics,Athletics Men's Shot Put,Silver,USA
M,1988,Athletics,Athletics Men's Triple Jump,Bronze,Russia
M,1988,Athletics,Athletics Men's Triple Jump,Silver,Russia
F,1988,Athletics,"Athletics Women's 1,500 metres",Bronze,Russia
F,1988,Athletics,"Athletics Women's 1,500 metres",Silver,Russia
F,1988,Athletics,"Athletics Women's 10,000 metres",Bronze,Russia
F,1988,Athletics,"Athletics Women's 10,000 metres",Gold,Russia
F,1988,Athletics,"Athletics Women's 10,000 metres",Silver,UK
F,1988,Athletics,Athletics Women's 100 metres,Bronze,Germany
F,1988,Athletics,Athletics Women's 100 metres,Gold,USA
F,1988,Athletics,Athletics Women's 100 metres,Silver,USA
F,1988,Athletics,Athletics Women's 100 metres Hurdles,Bronze,Germany
F,1988,Athletics,Athletics Women's 100 metres Hurdles,Silver,Germany
F,1988,Athletics,Athletics Women's 200 metres,Bronze,Germany
F,1988,Athletics,Athletics Women's 200 metres,Gold,USA
F,1988,Athletics,"Athletics Women's 3,000 metres",Bronze,UK
F,1988,Athletics,"Athletics Women's 3,000 metres",Gold,Russia
F,1988,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,Russia
F,1988,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,USA
F,1988,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,Germany
F,1988,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,Germany
F,1988,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,Russia
F,1988,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,USA
F,1988,Athletics,Athletics Women's 400 metres,Bronze,Russia
F,1988,Athletics,Athletics Women's 400 metres,Gold,Russia
F,1988,Athletics,Athletics Women's 400 metres,Silver,Germany
F,1988,Athletics,Athletics Women's 400 metres Hurdles,Bronze,Germany
F,1988,Athletics,Athletics Women's 400 metres Hurdles,Silver,Russia
F,1988,Athletics,Athletics Women's 800 metres,Bronze,USA
F,1988,Athletics,Athletics Women's 800 metres,Gold,Germany
F,1988,Athletics,Athletics Women's 800 metres,Silver,Germany
F,1988,Athletics,Athletics Women's Discus Throw,Gold,Germany
F,1988,Athletics,Athletics Women's Discus Throw,Silver,Germany
F,1988,Athletics,Athletics Women's Heptathlon,Bronze,Germany
F,1988,Athletics,Athletics Women's Heptathlon,Gold,USA
F,1988,Athletics,Athletics Women's Heptathlon,Silver,Germany
F,1988,Athletics,Athletics Women's High Jump,Bronze,Russia
F,1988,Athletics,Athletics Women's High Jump,Gold,USA
F,1988,Athletics,Athletics Women's Javelin Throw,Bronze,Germany
F,1988,Athletics,Athletics Women's Javelin Throw,Gold,Germany
F,1988,Athletics,Athletics Women's Javelin Throw,Silver,UK
F,1988,Athletics,Athletics Women's Long Jump,Bronze,Russia
F,1988,Athletics,Athletics Women's Long Jump,Gold,USA
F,1988,Athletics,Athletics Women's Long Jump,Silver,Germany
F,1988,Athletics,Athletics Women's Marathon,Bronze,Germany
F,1988,Athletics,Athletics Women's Shot Put,Bronze,China
F,1988,Athletics,Athletics Women's Shot Put,Gold,Russia
F,1988,Athletics,Athletics Women's Shot Put,Silver,Germany
M,1988,Ballgames,Basketball Men's Basketball,Bronze,USA
M,1988,Ballgames,Basketball Men's Basketball,Gold,Russia
F,1988,Ballgames,Basketball Women's Basketball,Bronze,Russia
F,1988,Ballgames,Basketball Women's Basketball,Gold,USA
M,1988,Ballgames,Football Men's Football,Bronze,Germany
M,1988,Ballgames,Football Men's Football,Gold,Russia
M,1988,Ballgames,Handball Men's Handball,Gold,Russia
F,1988,Ballgames,Handball Women's Handball,Bronze,Russia
M,1988,Ballgames,Hockey Men's Hockey,Gold,UK
M,1988,Ballgames,Hockey Men's Hockey,Silver,Germany
M,1988,Ballgames,Table Tennis Men's Doubles,Gold,China
F,1988,Ballgames,Table Tennis Women's Doubles,Silver,China
F,1988,Ballgames,Table Tennis Women's Singles,Bronze,China
F,1988,Ballgames,Table Tennis Women's Singles,Gold,China
F,1988,Ballgames,Table Tennis Women's Singles,Silver,China
M,1988,Ballgames,Tennis Men's Doubles,Gold,USA
M,1988,Ballgames,Tennis Men's Singles,Bronze,USA
M,1988,Ballgames,Tennis Men's Singles,Silver,USA
F,1988,Ballgames,Tennis Women's Doubles,Bronze,Germany
F,1988,Ballgames,Tennis Women's Doubles,Gold,USA
F,1988,Ballgames,Tennis Women's Singles,Bronze,USA
F,1988,Ballgames,Tennis Women's Singles,Gold,Germany
M,1988,Ballgames,Volleyball Men's Volleyball,Gold,USA
M,1988,Ballgames,Volleyball Men's Volleyball,Silver,Russia
F,1988,Ballgames,Volleyball Women's Volleyball,Bronze,China
F,1988,Ballgames,Volleyball Women's Volleyball,Gold,Russia
M,1988,Ballgames,Water Polo Men's Water Polo,Bronze,Russia
M,1988,Ballgames,Water Polo Men's Water Polo,Silver,USA
M,1988,Combat,Boxing Men's Bantamweight,Gold,USA
M,1988,Combat,Boxing Men's Flyweight,Bronze,Russia
M,1988,Combat,Boxing Men's Flyweight,Silver,Germany
M,1988,Combat,Boxing Men's Heavyweight,Gold,USA
M,1988,Combat,Boxing Men's Light-Flyweight,Silver,USA
M,1988,Combat,Boxing Men's Light-Heavyweight,Gold,USA
M,1988,Combat,Boxing Men's Light-Heavyweight,Silver,Russia
M,1988,Combat,Boxing Men's Light-Middleweight,Bronze,UK
M,1988,Combat,Boxing Men's Light-Middleweight,Silver,USA
M,1988,Combat,Boxing Men's Light-Welterweight,Bronze,Germany
M,1988,Combat,Boxing Men's Light-Welterweight,Gold,Russia
M,1988,Combat,Boxing Men's Lightweight,Bronze,USA
M,1988,Combat,Boxing Men's Lightweight,Gold,Germany
M,1988,Combat,Boxing Men's Middleweight,Gold,Germany
M,1988,Combat,Boxing Men's Super-Heavyweight,Bronze,Russia
M,1988,Combat,Boxing Men's Super-Heavyweight,Silver,USA
M,1988,Combat,Boxing Men's Welterweight,Bronze,USA
M,1988,Combat,Boxing Men's Welterweight,Silver,France
M,1988,Combat,"Fencing Men's Foil, Individual",Bronze,Russia
M,1988,Combat,"Fencing Men's Foil, Individual",Silver,Germany
M,1988,Combat,"Fencing Men's Foil, Team",Gold,Russia
M,1988,Combat,"Fencing Men's Foil, Team",Silver,Germany
M,1988,Combat,"Fencing Men's Sabre, Individual",Gold,France
M,1988,Combat,"Fencing Men's Sabre, Team",Silver,Russia
M,1988,Combat,"Fencing Men's epee, Individual",Bronze,Russia
M,1988,Combat,"Fencing Men's epee, Individual",Gold,Germany
M,1988,Combat,"Fencing Men's epee, Individual",Silver,France
M,1988,Combat,"Fencing Men's epee, Team",Bronze,Russia
M,1988,Combat,"Fencing Men's epee, Team",Gold,France
M,1988,Combat,"Fencing Men's epee, Team",Silver,Germany
F,1988,Combat,"Fencing Women's Foil, Individual",Bronze,Germany
F,1988,Combat,"Fencing Women's Foil, Individual",Gold,Germany
F,1988,Combat,"Fencing Women's Foil, Individual",Silver,Germany
F,1988,Combat,"Fencing Women's Foil, Team",Gold,Germany
M,1988,Combat,Judo Men's Extra-Lightweight,Bronze,Russia
M,1988,Combat,Judo Men's Extra-Lightweight,Silver,USA
M,1988,Combat,Judo Men's Half-Heavyweight,Bronze,UK
M,1988,Combat,Judo Men's Half-Heavyweight,Silver,Germany
M,1988,Combat,Judo Men's Half-Lightweight,Bronze,France
M,1988,Combat,Judo Men's Half-Middleweight,Bronze,Germany
M,1988,Combat,Judo Men's Half-Middleweight,Bronze,Russia
M,1988,Combat,Judo Men's Half-Middleweight,Silver,Germany
M,1988,Combat,Judo Men's Heavyweight,Bronze,Russia
M,1988,Combat,Judo Men's Heavyweight,Silver,Germany
M,1988,Combat,Judo Men's Lightweight,Bronze,USA
M,1988,Combat,Judo Men's Lightweight,Bronze,Russia
M,1988,Combat,Judo Men's Lightweight,Gold,France
M,1988,Combat,Judo Men's Lightweight,Silver,Germany
M,1988,Combat,Judo Men's Middleweight,Silver,Russia
M,1988,Combat,"Wrestling Men's Bantamweight, Freestyle",Gold,Russia
M,1988,Combat,"Wrestling Men's Featherweight, Freestyle",Gold,USA
M,1988,Combat,"Wrestling Men's Featherweight, Freestyle",Silver,Russia
M,1988,Combat,"Wrestling Men's Featherweight, Greco-Roman",Gold,Russia
M,1988,Combat,"Wrestling Men's Flyweight, Freestyle",Bronze,Russia
M,1988,Combat,"Wrestling Men's Heavyweight, Freestyle",Bronze,USA
M,1988,Combat,"Wrestling Men's Heavyweight, Freestyle",Silver,Russia
M,1988,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,USA
M,1988,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Silver,Germany
M,1988,Combat,"Wrestling Men's Light-Flyweight, Freestyle",Bronze,Russia
M,1988,Combat,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,Russia
M,1988,Combat,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,Russia
M,1988,Combat,"Wrestling Men's Lightweight, Freestyle",Bronze,USA
M,1988,Combat,"Wrestling Men's Lightweight, Freestyle",Gold,Russia
M,1988,Combat,"Wrestling Men's Lightweight, Greco-Roman",Gold,Russia
M,1988,Combat,"Wrestling Men's Middleweight, Greco-Roman",Gold,Russia
M,1988,Combat,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze,Germany
M,1988,Combat,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,Russia
M,1988,Combat,"Wrestling Men's Super-Heavyweight, Freestyle",Silver,USA
M,1988,Combat,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,Russia
M,1988,Combat,"Wrestling Men's Welterweight, Freestyle",Gold,USA
M,1988,Combat,"Wrestling Men's Welterweight, Freestyle",Silver,Russia
M,1988,Combat,"Wrestling Men's Welterweight, Greco-Roman",Silver,Russia
M,1988,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,Germany
M,1988,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,Russia
M,1988,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,Germany
M,1988,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,Germany
M,1988,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,Russia
M,1988,Cycling,Cycling Men's Points Race,Bronze,Russia
M,1988,Cycling,"Cycling Men's Road Race, Individual",Bronze,Germany
M,1988,Cycling,"Cycling Men's Road Race, Individual",Gold,Germany
M,1988,Cycling,"Cycling Men's Road Race, Individual",Silver,Germany
M,1988,Cycling,Cycling Men's Sprint,Gold,Germany
M,1988,Cycling,Cycling Men's Sprint,Silver,Russia
M,1988,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Russia
M,1988,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Germany
F,1988,Cycling,"Cycling Women's Road Race, Individual",Bronze,Russia
F,1988,Cycling,"Cycling Women's Road Race, Individual",Silver,Germany
F,1988,Cycling,Cycling Women's Sprint,Bronze,USA
F,1988,Cycling,Cycling Women's Sprint,Gold,Russia
F,1988,Cycling,Cycling Women's Sprint,Silver,Germany
F,1988,Equestrian,"Equestrianism Mixed Dressage, Individual",Gold,Germany
F,1988,Equestrian,"Equestrianism Mixed Dressage, Individual",Silver,France
F,1988,Equestrian,"Equestrianism Mixed Dressage, Team",Gold,Germany
M,1988,Equestrian,"Equestrianism Mixed Dressage, Team",Gold,Germany
M,1988,Equestrian,"Equestrianism Mixed Jumping, Individual",Bronze,Germany
M,1988,Equestrian,"Equestrianism Mixed Jumping, Individual",Gold,France
M,1988,Equestrian,"Equestrianism Mixed Jumping, Individual",Silver,USA
M,1988,Equestrian,"Equestrianism Mixed Jumping, Team",Bronze,France
M,1988,Equestrian,"Equestrianism Mixed Jumping, Team",Gold,Germany
F,1988,Equestrian,"Equestrianism Mixed Jumping, Team",Silver,USA
M,1988,Equestrian,"Equestrianism Mixed Jumping, Team",Silver,USA
F,1988,Equestrian,"Equestrianism Mixed Three-Day Event, Individual",Bronze,UK
M,1988,Equestrian,"Equestrianism Mixed Three-Day Event, Individual",Silver,UK
M,1988,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Gold,Germany
F,1988,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Silver,UK
M,1988,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Silver,UK
M,1988,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,China
M,1988,Gymnastics,Gymnastics Men's Floor Exercise,Gold,Russia
M,1988,Gymnastics,Gymnastics Men's Floor Exercise,Silver,Russia
M,1988,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,Germany
M,1988,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,Russia
M,1988,Gymnastics,Gymnastics Men's Horse Vault,Gold,China
M,1988,Gymnastics,Gymnastics Men's Horse Vault,Silver,Germany
M,1988,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,Russia
M,1988,Gymnastics,Gymnastics Men's Individual All-Around,Gold,Russia
M,1988,Gymnastics,Gymnastics Men's Individual All-Around,Silver,Russia
M,1988,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,Germany
M,1988,Gymnastics,Gymnastics Men's Parallel Bars,Gold,Russia
M,1988,Gymnastics,Gymnastics Men's Parallel Bars,Silver,Russia
M,1988,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,Russia
M,1988,Gymnastics,Gymnastics Men's Rings,Bronze,Germany
M,1988,Gymnastics,Gymnastics Men's Rings,Gold,Germany
M,1988,Gymnastics,Gymnastics Men's Rings,Gold,Russia
M,1988,Gymnastics,Gymnastics Men's Team All-Around,Gold,Russia
M,1988,Gymnastics,Gymnastics Men's Team All-Around,Silver,Germany
F,1988,Gymnastics,Gymnastics Women's Balance Beam,Bronze,USA
F,1988,Gymnastics,Gymnastics Women's Balance Beam,Silver,Russia
F,1988,Gymnastics,Gymnastics Women's Floor Exercise,Silver,Russia
F,1988,Gymnastics,Gymnastics Women's Horse Vault,Gold,Russia
F,1988,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,Russia
F,1988,Gymnastics,Gymnastics Women's Individual All-Around,Gold,Russia
F,1988,Gymnastics,Gymnastics Women's Team All-Around,Bronze,Germany
F,1988,Gymnastics,Gymnastics Women's Team All-Around,Gold,Russia
F,1988,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,Russia
F,1988,Gymnastics,Gymnastics Women's Uneven Bars,Silver,Germany
F,1988,Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze,Russia
F,1988,Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,Russia
M,1988,Others,Modern Pentathlon Men's Individual,Bronze,Russia
M,1988,Others,Modern Pentathlon Men's Team,Bronze,UK
M,1988,Shooting,Archery Men's Individual,Bronze,Russia
M,1988,Shooting,Archery Men's Individual,Gold,USA
M,1988,Shooting,Archery Men's Team,Bronze,UK
M,1988,Shooting,Archery Men's Team,Silver,USA
F,1988,Shooting,Archery Women's Team,Bronze,USA
M,1988,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,China
M,1988,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver,USA
M,1988,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,Germany
M,1988,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver,France
M,1988,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,Russia
M,1988,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,Russia
M,1988,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,Germany
M,1988,Shooting,"Shooting Men's Running Target, 50 metres",Bronze,Russia
M,1988,Shooting,"Shooting Men's Running Target, 50 metres",Silver,China
M,1988,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,Russia
M,1988,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,UK
M,1988,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,UK
M,1988,Shooting,Shooting Mixed Skeet,Gold,Germany
M,1988,Shooting,Shooting Mixed Trap,Gold,Russia
F,1988,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze,Russia
F,1988,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver,Russia
F,1988,Shooting,"Shooting Women's Air Rifle, 10 metres",Bronze,Russia
F,1988,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold,Russia
F,1988,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver,Germany
F,1988,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze,Russia
F,1988,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,Germany
F,1988,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold,Russia
M,1988,Weightlifting,Weightlifting Men's Bantamweight,Bronze,China
M,1988,Weightlifting,Weightlifting Men's Bantamweight,Gold,Russia
M,1988,Weightlifting,Weightlifting Men's Bantamweight,Silver,China
M,1988,Weightlifting,Weightlifting Men's Featherweight,Bronze,China
M,1988,Weightlifting,Weightlifting Men's Flyweight,Bronze,China
M,1988,Weightlifting,Weightlifting Men's Heavyweight I,Bronze,Germany
M,1988,Weightlifting,Weightlifting Men's Heavyweight I,Gold,Russia
M,1988,Weightlifting,Weightlifting Men's Heavyweight II,Bronze,Germany
M,1988,Weightlifting,Weightlifting Men's Heavyweight II,Gold,Russia
M,1988,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,Russia
M,1988,Weightlifting,Weightlifting Men's Lightweight,Bronze,China
M,1988,Weightlifting,Weightlifting Men's Lightweight,Gold,Germany
M,1988,Weightlifting,Weightlifting Men's Lightweight,Silver,Russia
M,1988,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,Russia
M,1988,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,Russia
M,1988,Weightlifting,Weightlifting Men's Middleweight,Silver,Germany
M,1988,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,Germany
M,1988,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,Russia
M,1988,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,Germany
M,1992,Aquatics,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,France
M,1992,Aquatics,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,Germany
M,1992,Aquatics,"Canoeing Men's Canadian Doubles, 500 metres",Gold,Russia
M,1992,Aquatics,"Canoeing Men's Canadian Doubles, 500 metres",Silver,Germany
M,1992,Aquatics,"Canoeing Men's Canadian Doubles, Slalom",Bronze,France
M,1992,Aquatics,"Canoeing Men's Canadian Doubles, Slalom",Gold,USA
M,1992,Aquatics,"Canoeing Men's Canadian Singles, 500 metres",Bronze,Germany
M,1992,Aquatics,"Canoeing Men's Canadian Singles, 500 metres",Silver,Russia
M,1992,Aquatics,"Canoeing Men's Canadian Singles, Slalom",Bronze,France
M,1992,Aquatics,"Canoeing Men's Canadian Singles, Slalom",Silver,UK
M,1992,Aquatics,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,Germany
M,1992,Aquatics,"Canoeing Men's Kayak Doubles, 500 metres",Gold,Germany
M,1992,Aquatics,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,Germany
M,1992,Aquatics,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,USA
M,1992,Aquatics,"Canoeing Men's Kayak Singles, Slalom",Bronze,Germany
