Sex,Year,Sport,Event,Medal,Region
M,1972,Athletics,Athletics Men's High Jump,Bronze,USA
M,1972,Athletics,Athletics Men's High Jump,Gold,Russia
M,1972,Athletics,Athletics Men's High Jump,Silver,Germany
M,1972,Athletics,Athletics Men's Javelin Throw,Bronze,USA
M,1972,Athletics,Athletics Men's Javelin Throw,Gold,Germany
M,1972,Athletics,Athletics Men's Javelin Throw,Silver,Russia
M,1972,Athletics,Athletics Men's Long Jump,Bronze,USA
M,1972,Athletics,Athletics Men's Long Jump,Gold,USA
M,1972,Athletics,Athletics Men's Long Jump,Silver,Germany
M,1972,Athletics,Athletics Men's Marathon,Gold,USA
M,1972,Athletics,Athletics Men's Pole Vault,Bronze,USA
M,1972,Athletics,Athletics Men's Pole Vault,Gold,Germany
M,1972,Athletics,Athletics Men's Pole Vault,Silver,USA
M,1972,Athletics,Athletics Men's Shot Put,Bronze,Germany
M,1972,Athletics,Athletics Men's Shot Put,Silver,USA
M,1972,Athletics,Athletics Men's Triple Jump,Gold,Russia
M,1972,Athletics,Athletics Men's Triple Jump,Silver,Germany
F,1972,Athletics,"Athletics Women's 1,500 metres",Gold,Russia
F,1972,Athletics,"Athletics Women's 1,500 metres",Silver,Germany
F,1972,Athletics,Athletics Women's 100 metres,Gold,Germany
F,1972,Athletics,Athletics Women's 100 metres Hurdles,Bronze,Germany
F,1972,Athletics,Athletics Women's 100 metres Hurdles,Gold,Germany
F,1972,Athletics,Athletics Women's 200 metres,Gold,Germany
F,1972,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,Germany
F,1972,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,Germany
F,1972,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,Germany
F,1972,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,Germany
F,1972,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,USA
F,1972,Athletics,Athletics Women's 400 metres,Bronze,USA
F,1972,Athletics,Athletics Women's 400 metres,Gold,Germany
F,1972,Athletics,Athletics Women's 400 metres,Silver,Germany
F,1972,Athletics,Athletics Women's 800 metres,Bronze,Germany
F,1972,Athletics,Athletics Women's 800 metres,Gold,Germany
F,1972,Athletics,Athletics Women's 800 metres,Silver,Russia
F,1972,Athletics,Athletics Women's Discus Throw,Gold,Russia
F,1972,Athletics,Athletics Women's High Jump,Gold,Germany
F,1972,Athletics,Athletics Women's Javelin Throw,Bronze,USA
F,1972,Athletics,Athletics Women's Javelin Throw,Gold,Germany
F,1972,Athletics,Athletics Women's Javelin Throw,Silver,Germany
F,1972,Athletics,Athletics Women's Long Jump,Gold,Germany
F,1972,Athletics,Athletics Women's Pentathlon,Bronze,Germany
F,1972,Athletics,Athletics Women's Pentathlon,Gold,UK
F,1972,Athletics,Athletics Women's Pentathlon,Silver,Germany
F,1972,Athletics,Athletics Women's Shot Put,Gold,Russia
F,1972,Athletics,Athletics Women's Shot Put,Silver,Germany
M,1972,Ballgames,Basketball Men's Basketball,Gold,Russia
M,1972,Ballgames,Basketball Men's Basketball,Silver,USA
M,1972,Ballgames,Football Men's Football,Bronze,Russia
M,1972,Ballgames,Football Men's Football,Bronze,Germany
M,1972,Ballgames,Hockey Men's Hockey,Gold,Germany
M,1972,Ballgames,Volleyball Men's Volleyball,Bronze,Russia
M,1972,Ballgames,Volleyball Men's Volleyball,Silver,Germany
F,1972,Ballgames,Volleyball Women's Volleyball,Gold,Russia
M,1972,Ballgames,Water Polo Men's Water Polo,Bronze,USA
M,1972,Ballgames,Water Polo Men's Water Polo,Gold,Russia
M,1972,Combat,Boxing Men's Bantamweight,Bronze,USA
M,1972,Combat,Boxing Men's Bantamweight,Bronze,UK
M,1972,Combat,Boxing Men's Featherweight,Gold,Russia
M,1972,Combat,Boxing Men's Heavyweight,Bronze,Germany
M,1972,Combat,Boxing Men's Light-Flyweight,Bronze,UK
M,1972,Combat,Boxing Men's Light-Middleweight,Bronze,UK
M,1972,Combat,Boxing Men's Light-Middleweight,Bronze,Germany
M,1972,Combat,Boxing Men's Light-Middleweight,Gold,Germany
M,1972,Combat,Boxing Men's Light-Welterweight,Gold,USA
M,1972,Combat,Boxing Men's Middleweight,Bronze,USA
M,1972,Combat,Boxing Men's Middleweight,Gold,Russia
M,1972,Combat,Boxing Men's Welterweight,Bronze,USA
M,1972,Combat,"Fencing Men's Foil, Individual",Bronze,France
M,1972,Combat,"Fencing Men's Foil, Team",Bronze,France
M,1972,Combat,"Fencing Men's Foil, Team",Silver,Russia
M,1972,Combat,"Fencing Men's Sabre, Individual",Bronze,Russia
M,1972,Combat,"Fencing Men's Sabre, Individual",Gold,Russia
M,1972,Combat,"Fencing Men's Sabre, Team",Silver,Russia
M,1972,Combat,"Fencing Men's epee, Individual",Silver,France
M,1972,Combat,"Fencing Men's epee, Team",Bronze,Russia
F,1972,Combat,"Fencing Women's Foil, Individual",Bronze,Russia
F,1972,Combat,"Fencing Women's Foil, Team",Gold,Russia
M,1972,Combat,Judo Men's Half-Heavyweight,Bronze,Germany
M,1972,Combat,Judo Men's Half-Heavyweight,Gold,Russia
M,1972,Combat,Judo Men's Half-Heavyweight,Silver,UK
M,1972,Combat,Judo Men's Half-Middleweight,Bronze,Germany
M,1972,Combat,Judo Men's Half-Middleweight,Bronze,Russia
M,1972,Combat,Judo Men's Heavyweight,Bronze,Russia
M,1972,Combat,Judo Men's Heavyweight,Silver,Germany
M,1972,Combat,Judo Men's Lightweight,Bronze,France
M,1972,Combat,Judo Men's Middleweight,Bronze,France
M,1972,Combat,Judo Men's Middleweight,Bronze,UK
M,1972,Combat,Judo Men's Open Class,Bronze,France
M,1972,Combat,Judo Men's Open Class,Bronze,UK
M,1972,Combat,Judo Men's Open Class,Silver,Russia
M,1972,Combat,"Wrestling Men's Bantamweight, Freestyle",Silver,USA
M,1972,Combat,"Wrestling Men's Bantamweight, Greco-Roman",Gold,Russia
M,1972,Combat,"Wrestling Men's Bantamweight, Greco-Roman",Silver,Germany
M,1972,Combat,"Wrestling Men's Featherweight, Freestyle",Gold,Russia
M,1972,Combat,"Wrestling Men's Featherweight, Greco-Roman",Silver,Germany
M,1972,Combat,"Wrestling Men's Flyweight, Freestyle",Silver,Russia
M,1972,Combat,"Wrestling Men's Heavyweight, Freestyle",Gold,Russia
M,1972,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Silver,Russia
M,1972,Combat,"Wrestling Men's Light-Flyweight, Freestyle",Gold,Russia
M,1972,Combat,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,USA
M,1972,Combat,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,Russia
M,1972,Combat,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,Russia
M,1972,Combat,"Wrestling Men's Lightweight, Freestyle",Bronze,Russia
M,1972,Combat,"Wrestling Men's Lightweight, Freestyle",Gold,USA
M,1972,Combat,"Wrestling Men's Lightweight, Greco-Roman",Gold,Russia
M,1972,Combat,"Wrestling Men's Middleweight, Freestyle",Gold,Russia
M,1972,Combat,"Wrestling Men's Middleweight, Freestyle",Silver,USA
M,1972,Combat,"Wrestling Men's Middleweight, Greco-Roman",Silver,Russia
M,1972,Combat,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze,USA
M,1972,Combat,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,Russia
M,1972,Combat,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,Russia
M,1972,Combat,"Wrestling Men's Welterweight, Freestyle",Bronze,Germany
M,1972,Combat,"Wrestling Men's Welterweight, Freestyle",Gold,USA
M,1972,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,Germany
M,1972,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,Russia
M,1972,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,Germany
M,1972,Cycling,Cycling Men's Sprint,Bronze,Russia
M,1972,Cycling,Cycling Men's Sprint,Gold,France
M,1972,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,Russia
M,1972,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver,Germany
M,1972,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,UK
M,1972,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Germany
M,1972,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Germany
M,1972,Equestrian,"Equestrianism Mixed Dressage, Individual",Bronze,Germany
F,1972,Equestrian,"Equestrianism Mixed Dressage, Individual",Gold,Germany
F,1972,Equestrian,"Equestrianism Mixed Dressage, Individual",Silver,Russia
F,1972,Equestrian,"Equestrianism Mixed Dressage, Team",Gold,Russia
M,1972,Equestrian,"Equestrianism Mixed Dressage, Team",Gold,Russia
F,1972,Equestrian,"Equestrianism Mixed Dressage, Team",Silver,Germany
M,1972,Equestrian,"Equestrianism Mixed Dressage, Team",Silver,Germany
M,1972,Equestrian,"Equestrianism Mixed Jumping, Individual",Bronze,USA
F,1972,Equestrian,"Equestrianism Mixed Jumping, Individual",Silver,UK
M,1972,Equestrian,"Equestrianism Mixed Jumping, Team",Gold,Germany
F,1972,Equestrian,"Equestrianism Mixed Jumping, Team",Silver,USA
M,1972,Equestrian,"Equestrianism Mixed Jumping, Team",Silver,USA
M,1972,Equestrian,"Equestrianism Mixed Three-Day Event, Individual",Gold,UK
M,1972,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Bronze,Germany
F,1972,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Gold,UK
M,1972,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Gold,UK
M,1972,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Silver,USA
M,1972,Gymnastics,Gymnastics Men's Floor Exercise,Gold,Russia
M,1972,Gymnastics,Gymnastics Men's Horse Vault,Bronze,Russia
M,1972,Gymnastics,Gymnastics Men's Horse Vault,Gold,Germany
M,1972,Gymnastics,Gymnastics Men's Horse Vault,Silver,Russia
M,1972,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,Russia
M,1972,Gymnastics,Gymnastics Men's Rings,Silver,Russia
M,1972,Gymnastics,Gymnastics Men's Team All-Around,Bronze,Germany
M,1972,Gymnastics,Gymnastics Men's Team All-Around,Silver,Russia
F,1972,Gymnastics,Gymnastics Women's Balance Beam,Bronze,Germany
F,1972,Gymnastics,Gymnastics Women's Balance Beam,Gold,Russia
F,1972,Gymnastics,Gymnastics Women's Balance Beam,Silver,Russia
F,1972,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,Russia
F,1972,Gymnastics,Gymnastics Women's Floor Exercise,Gold,Russia
F,1972,Gymnastics,Gymnastics Women's Floor Exercise,Silver,Russia
F,1972,Gymnastics,Gymnastics Women's Horse Vault,Bronze,Russia
F,1972,Gymnastics,Gymnastics Women's Horse Vault,Gold,Germany
F,1972,Gymnastics,Gymnastics Women's Horse Vault,Silver,Germany
F,1972,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,Russia
F,1972,Gymnastics,Gymnastics Women's Individual All-Around,Gold,Russia
F,1972,Gymnastics,Gymnastics Women's Individual All-Around,Silver,Germany
F,1972,Gymnastics,Gymnastics Women's Team All-Around,Gold,Russia
F,1972,Gymnastics,Gymnastics Women's Team All-Around,Silver,Germany
F,1972,Gymnastics,Gymnastics Women's Uneven Bars,Gold,Germany
F,1972,Gymnastics,Gymnastics Women's Uneven Bars,Silver,Russia
F,1972,Gymnastics,Gymnastics Women's Uneven Bars,Silver,Germany
M,1972,Others,Modern Pentathlon Men's Individual,Bronze,Russia
M,1972,Others,Modern Pentathlon Men's Individual,Silver,Russia
M,1972,Others,Modern Pentathlon Men's Team,Gold,Russia
M,1972,Shooting,Archery Men's Individual,Gold,USA
F,1972,Shooting,Archery Women's Individual,Bronze,Russia
F,1972,Shooting,Archery Women's Individual,Gold,USA
M,1972,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Gold,USA
M,1972,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Silver,Russia
M,1972,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Bronze,Russia
M,1972,Shooting,"Shooting Mixed Running Target, 50 metres",Bronze,UK
M,1972,Shooting,"Shooting Mixed Running Target, 50 metres",Gold,Russia
M,1972,Shooting,Shooting Mixed Skeet,Bronze,Germany
M,1972,Shooting,Shooting Mixed Skeet,Gold,Germany
M,1972,Shooting,Shooting Mixed Skeet,Silver,Russia
M,1972,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Silver,USA
M,1972,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Bronze,Germany
M,1972,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Gold,USA
M,1972,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Silver,USA
M,1972,Shooting,Shooting Mixed Trap,Silver,France
M,1972,Weightlifting,Weightlifting Men's Bantamweight,Bronze,Russia
M,1972,Weightlifting,Weightlifting Men's Featherweight,Silver,Russia
M,1972,Weightlifting,Weightlifting Men's Heavyweight,Bronze,Germany
M,1972,Weightlifting,Weightlifting Men's Heavyweight,Gold,Russia
M,1972,Weightlifting,Weightlifting Men's Lightweight,Gold,Russia
M,1972,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,Germany
M,1972,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,Russia
M,1972,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,Germany
M,1976,Aquatics,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,Russia
M,1976,Aquatics,"Canoeing Men's Canadian Doubles, 500 metres",Gold,Russia
M,1976,Aquatics,"Canoeing Men's Canadian Singles, 1,000 metres",Silver,Russia
M,1976,Aquatics,"Canoeing Men's Canadian Singles, 500 metres",Gold,Russia
M,1976,Aquatics,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,Russia
M,1976,Aquatics,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,Germany
M,1976,Aquatics,"Canoeing Men's Kayak Doubles, 500 metres",Gold,Germany
M,1976,Aquatics,"Canoeing Men's Kayak Doubles, 500 metres",Silver,Russia
M,1976,Aquatics,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Germany
M,1976,Aquatics,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,Russia
M,1976,Aquatics,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,Germany
M,1976,Aquatics,"Canoeing Men's Kayak Singles, 500 metres",Bronze,Germany
F,1976,Aquatics,"Canoeing Women's Kayak Doubles, 500 metres",Bronze,Germany
F,1976,Aquatics,"Canoeing Women's Kayak Doubles, 500 metres",Gold,Russia
F,1976,Aquatics,"Canoeing Women's Kayak Singles, 500 metres",Gold,Germany
F,1976,Aquatics,"Canoeing Women's Kayak Singles, 500 metres",Silver,Russia
M,1976,Aquatics,Diving Men's Platform,Bronze,Russia
M,1976,Aquatics,Diving Men's Platform,Silver,USA
M,1976,Aquatics,Diving Men's Springboard,Bronze,Russia
M,1976,Aquatics,Diving Men's Springboard,Gold,USA
F,1976,Aquatics,Diving Women's Platform,Bronze,USA
F,1976,Aquatics,Diving Women's Platform,Gold,Russia
F,1976,Aquatics,Diving Women's Springboard,Bronze,USA
F,1976,Aquatics,Diving Women's Springboard,Gold,USA
F,1976,Aquatics,Diving Women's Springboard,Silver,Germany
M,1976,Aquatics,Rowing Men's Coxed Eights,Gold,Germany
M,1976,Aquatics,Rowing Men's Coxed Eights,Silver,UK
M,1976,Aquatics,Rowing Men's Coxed Fours,Bronze,Germany
M,1976,Aquatics,Rowing Men's Coxed Fours,Gold,Russia
M,1976,Aquatics,Rowing Men's Coxed Fours,Silver,Germany
M,1976,Aquatics,Rowing Men's Coxed Pairs,Gold,Germany
M,1976,Aquatics,Rowing Men's Coxed Pairs,Silver,Russia
M,1976,Aquatics,Rowing Men's Coxless Fours,Bronze,Russia
M,1976,Aquatics,Rowing Men's Coxless Fours,Gold,Germany
M,1976,Aquatics,Rowing Men's Coxless Pairs,Bronze,Germany
M,1976,Aquatics,Rowing Men's Coxless Pairs,Gold,Germany
M,1976,Aquatics,Rowing Men's Coxless Pairs,Silver,USA
M,1976,Aquatics,Rowing Men's Double Sculls,Bronze,Germany
M,1976,Aquatics,Rowing Men's Double Sculls,Silver,UK
M,1976,Aquatics,Rowing Men's Quadruple Sculls,Gold,Germany
M,1976,Aquatics,Rowing Men's Quadruple Sculls,Silver,Russia
M,1976,Aquatics,Rowing Men's Single Sculls,Bronze,Germany
M,1976,Aquatics,Rowing Men's Single Sculls,Silver,Germany
F,1976,Aquatics,Rowing Women's Coxed Eights,Bronze,USA
F,1976,Aquatics,Rowing Women's Coxed Eights,Gold,Germany
F,1976,Aquatics,Rowing Women's Coxed Eights,Silver,Russia
F,1976,Aquatics,Rowing Women's Coxed Fours,Bronze,Russia
F,1976,Aquatics,Rowing Women's Coxed Fours,Gold,Germany
F,1976,Aquatics,Rowing Women's Coxed Quadruple Sculls,Gold,Germany
F,1976,Aquatics,Rowing Women's Coxed Quadruple Sculls,Silver,Russia
F,1976,Aquatics,Rowing Women's Coxless Pairs,Bronze,Germany
F,1976,Aquatics,Rowing Women's Coxless Pairs,Silver,Germany
F,1976,Aquatics,Rowing Women's Double Sculls,Bronze,Russia
F,1976,Aquatics,Rowing Women's Double Sculls,Silver,Germany
F,1976,Aquatics,Rowing Women's Single Sculls,Bronze,Russia
F,1976,Aquatics,Rowing Women's Single Sculls,Gold,Germany
F,1976,Aquatics,Rowing Women's Single Sculls,Silver,USA
M,1976,Aquatics,Sailing Mixed Multihull,Bronze,Germany
M,1976,Aquatics,Sailing Mixed Multihull,Gold,UK
M,1976,Aquatics,Sailing Mixed Multihull,Silver,USA
M,1976,Aquatics,Sailing Mixed One Person Dinghy,Gold,Germany
M,1976,Aquatics,Sailing Mixed One Person Dinghy,Silver,Russia
M,1976,Aquatics,Sailing Mixed Three Person Keelboat,Bronze,Germany
M,1976,Aquatics,Sailing Mixed Three Person Keelboat,Silver,USA
M,1976,Aquatics,Sailing Mixed Two Person Dinghy,Gold,Germany
M,1976,Aquatics,Sailing Mixed Two Person Heavyweight Dinghy,Gold,Germany
M,1976,Aquatics,Sailing Mixed Two Person Heavyweight Dinghy,Silver,UK
M,1976,Aquatics,Sailing Mixed Two Person Keelboat,Bronze,USA
M,1976,Aquatics,Sailing Mixed Two Person Keelboat,Silver,Russia
M,1976,Aquatics,"Swimming Men's 1,500 metres Freestyle",Gold,USA
M,1976,Aquatics,"Swimming Men's 1,500 metres Freestyle",Silver,USA
M,1976,Aquatics,Swimming Men's 100 metres Backstroke,Bronze,Germany
M,1976,Aquatics,Swimming Men's 100 metres Backstroke,Gold,USA
M,1976,Aquatics,Swimming Men's 100 metres Backstroke,Silver,USA
M,1976,Aquatics,Swimming Men's 100 metres Breaststroke,Bronze,Russia
M,1976,Aquatics,Swimming Men's 100 metres Breaststroke,Gold,USA
M,1976,Aquatics,Swimming Men's 100 metres Breaststroke,Silver,UK
M,1976,Aquatics,Swimming Men's 100 metres Butterfly,Bronze,USA
M,1976,Aquatics,Swimming Men's 100 metres Butterfly,Gold,USA
M,1976,Aquatics,Swimming Men's 100 metres Butterfly,Silver,USA
M,1976,Aquatics,Swimming Men's 100 metres Freestyle,Bronze,Germany
M,1976,Aquatics,Swimming Men's 100 metres Freestyle,Gold,USA
M,1976,Aquatics,Swimming Men's 100 metres Freestyle,Silver,USA
M,1976,Aquatics,Swimming Men's 200 metres Backstroke,Bronze,USA
M,1976,Aquatics,Swimming Men's 200 metres Backstroke,Gold,USA
M,1976,Aquatics,Swimming Men's 200 metres Backstroke,Silver,USA
M,1976,Aquatics,Swimming Men's 200 metres Breaststroke,Bronze,USA
M,1976,Aquatics,Swimming Men's 200 metres Breaststroke,Gold,UK
M,1976,Aquatics,Swimming Men's 200 metres Breaststroke,Silver,USA
M,1976,Aquatics,Swimming Men's 200 metres Butterfly,Bronze,USA
M,1976,Aquatics,Swimming Men's 200 metres Butterfly,Gold,USA
M,1976,Aquatics,Swimming Men's 200 metres Butterfly,Silver,USA
M,1976,Aquatics,Swimming Men's 200 metres Freestyle,Bronze,USA
M,1976,Aquatics,Swimming Men's 200 metres Freestyle,Gold,USA
M,1976,Aquatics,Swimming Men's 200 metres Freestyle,Silver,USA
M,1976,Aquatics,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Germany
M,1976,Aquatics,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
M,1976,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,UK
M,1976,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA
M,1976,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Russia
M,1976,Aquatics,Swimming Men's 400 metres Freestyle,Bronze,Russia
M,1976,Aquatics,Swimming Men's 400 metres Freestyle,Gold,USA
M,1976,Aquatics,Swimming Men's 400 metres Freestyle,Silver,USA
M,1976,Aquatics,Swimming Men's 400 metres Individual Medley,Bronze,Russia
M,1976,Aquatics,Swimming Men's 400 metres Individual Medley,Gold,USA
M,1976,Aquatics,Swimming Men's 400 metres Individual Medley,Silver,USA
F,1976,Aquatics,Swimming Women's 100 metres Backstroke,Gold,Germany
F,1976,Aquatics,Swimming Women's 100 metres Backstroke,Silver,Germany
F,1976,Aquatics,Swimming Women's 100 metres Breaststroke,Bronze,Russia
F,1976,Aquatics,Swimming Women's 100 metres Breaststroke,Gold,Germany
F,1976,Aquatics,Swimming Women's 100 metres Breaststroke,Silver,Russia
F,1976,Aquatics,Swimming Women's 100 metres Butterfly,Bronze,USA
F,1976,Aquatics,Swimming Women's 100 metres Butterfly,Gold,Germany
F,1976,Aquatics,Swimming Women's 100 metres Butterfly,Silver,Germany
F,1976,Aquatics,Swimming Women's 100 metres Freestyle,Gold,Germany
F,1976,Aquatics,Swimming Women's 100 metres Freestyle,Silver,Germany
F,1976,Aquatics,Swimming Women's 200 metres Backstroke,Gold,Germany
F,1976,Aquatics,Swimming Women's 200 metres Backstroke,Silver,Germany
F,1976,Aquatics,Swimming Women's 200 metres Breaststroke,Bronze,Russia
F,1976,Aquatics,Swimming Women's 200 metres Breaststroke,Gold,Russia
F,1976,Aquatics,Swimming Women's 200 metres Breaststroke,Silver,Russia
F,1976,Aquatics,Swimming Women's 200 metres Butterfly,Bronze,Germany
F,1976,Aquatics,Swimming Women's 200 metres Butterfly,Gold,Germany
F,1976,Aquatics,Swimming Women's 200 metres Butterfly,Silver,Germany
F,1976,Aquatics,Swimming Women's 200 metres Freestyle,Gold,Germany
